Nom de la fête ou manifestation;Catégorie de la fête ou manifestation;Adresse1;Adresse partie 1 suite;Adresse partie 2;Adresse partie 3;Code postal;Commune de la fête ou manifestation;Bureau distributeur de l'adresse postale;Cedex de l'adresse postale;Code Insee de la Commune;Latitude;Longitude;Point d'accès/Nom/distance en km;N° de téléphone fixe;N° de téléphone mobile;N° de fax;localisation;departement
CROC'LECTURE;Contes et lectures;;Médiathèque Sud;Boulevard Jean-Sébastien Bach;;72100;LE MANS;;;72181;47.97055;0.20925;;02 43 47 40 23;;;47.97055,0.20925;Sarthe
CROISIÈRE APÉRO-DÉGUSTATION À BORD DE LA LUCE;Visites et sorties à thèmes;;Embarcadère;Le Cul du Moulin (Champtoceaux);CHAMPTOCEAUX;49270;OREE D'ANJOU;;;49069;47.3391864;-1.2743567;;;02 40 83 60 00;;47.3391864,-1.2743567;Maine-et-Loire
CUISINE AUX ALGUES;Sortie nature / environnement;;;Adresse comuniquée lors de l'inscription;;44510;LE POULIGUEN;;;44135;47.25848;-2.41834;;;06 20 21 72 76;;47.25848,-2.41834;Loire-Atlantique
CYCLE NATURE POUR LES ENFANTS;Stages-Atelier-Jeux;;;Eco-Domaine la Fontaine;Chemin des Noëlles;44210;PORNIC;;;44131;47.1027;-2.06961;;02 51 74 07 07;;;47.1027,-2.06961;Loire-Atlantique
DU MARAIS À L'ASSIETTE!;Visites et sorties à thèmes;;;Allée de la Rabine;;44270;MACHECOUL-SAINT-MEME;;;44087;46.98893;-1.81588;;02 51 93 03 40;;;46.98893,-1.81588;Loire-Atlantique
DUO LAZULI FLÛTE ET HARPE CELTIQUE;;;;Eglise Saint-Nicolas;Place de l'église;44510;LE POULIGUEN;;;44135;47.27649;-2.42979;;;;;47.27649,-2.42979;Loire-Atlantique
DUO SAFAR;Concert;;;Eglise Saint Pierre;Place de l'Eglise Madame;44760;LES MOUTIERS-EN-RETZ;;;44106;47.0662;-1.98088;;;;;47.0662,-1.98088;Loire-Atlantique
DÉCOUVRIR LA VILLE AVEC UN GREETER;Randonnée;;;Destination La Baule Presqu'île de Guérande;;;LA BAULE-ESCOUBLAC;;;44055;47.28679;-2.3914;;02 40 24 34 44;;;47.28679,-2.3914;Loire-Atlantique
DÉFI ARCHIMÈDE;Stages-Atelier-Jeux;;Musée archéologique départemental;13 Rue de la Libération;;53160;JUBLAINS;;;53122;48.25478;-0.49797;;02 43 58 13 20;;;48.25478,-0.49797;Mayenne
DÎNER SPECTACLE CORSE;Spectacle;;;SAINT-HILAIRE-DU-BOIS;;49310;LYS-HAUT-LAYON;;;49373;47.126;-0.54997;;;;;47.126,-0.54997;Maine-et-Loire
ELECTROGARDEN;;;Parc du Château;;BEAUPREAU;49600;BEAUPREAU-EN-MAUGES;;;49023;47.206472;-0.9916559;;;;;47.206472,-0.9916559;Maine-et-Loire
EMANATA, OEUVRES D'ART IMPRIMÉ;Exposition;;;Artothèque d'Angers - Repaire Urbain;35, Boulevard du Roi René;49100;ANGERS;;;49007;47.46845;-0.5553;;02 41 05 38 38;;;47.46845,-0.5553;Maine-et-Loire
EN ROUTE POUR LA PÊCHE À PIED;Visites et sorties à thèmes;;;3 boulevard de la République;;44380;PORNICHET;;;44132;47.25969;-2.33941;;02 40 61 33 33;;;47.25969,-2.33941;Loire-Atlantique
ESCAPE GAME AU JARDIN ÉTOILÉ;Sortie nature / environnement;;;Jardin Étoilé;Quai Edmond Libert;44560;PAIMBOEUF;;;44116;47.28665;-2.01706;;02 40 27 24 32;;;47.28665,-2.01706;Loire-Atlantique
ESCAPE GARDEN AU JARDIN CAMIFOLIA;Stages-Atelier-Jeux;Jardin Camifolia;;1 rue de l'Arzillé;Chemillé;49120;CHEMILLE-EN-ANJOU;;;49092;47.2138476;-0.7326136;Route (nationale/départ.)||Sortie n°25 (Chemillé) de l’A87||5,Gare routière||Réseau Aléop Ligne 407 Angers  /Cholet||0,4,Gare SNCF||Angers Chemillé : 30 min||0,2;02 41 498 498;;;47.2138476,-0.7326136;Maine-et-Loire
EXPO PHOT'EAU;Sortie nature / environnement;;;Bibliothèque;Les pirogues 2 rue du Mortier Plat;44160;SAINTE-ANNE-SUR-BRIVET;;;44152;47.45918;-2.00494;;02 40 01 40 10;;;47.45918,-2.00494;Loire-Atlantique
EXPOSITION ANATOMIE D’UN PAS PERDU À BEAUFORT-EN-VALLÉE;Exposition;;Musée Jospeh Denais;;Beaufort en Vallée;49250;BEAUFORT-EN-ANJOU;;;49021;47.4402572;-0.2178734;;02 41 80 26 87;;;47.4402572,-0.2178734;Maine-et-Loire
EXPOSITION DE L'ENFER À LA LIBERTÉ;Exposition;Médiathèque;;2 bis place du château;;53300;AMBRIERES-LES-VALLEES;;;53003;48.4025027;-0.6298889;;02 43 08 93 50;;;48.4025027,-0.6298889;Mayenne
EXPOSITION DESTINS BRISÉS. ITINÉRAIRES DE JUIFS EN MAYENNE 1939-1945;Exposition;;Mémorial des Déportés de la Mayenne;23 rue Ambroise de Loré;;53100;MAYENNE;;;53147;48.3056774;-0.6174105;;02 73 08 87 35;;;48.3056774,-0.6174105;Mayenne
EXPOSITION IN SITU;Exposition;;Bourg;;;53270;SAINT-PIERRE-SUR-ERVE;;;53248;48.0086892;-0.3937755;;;;;48.0086892,-0.3937755;Mayenne
EXPOSITION - ANNE LISE BROYER - LE CHANT DE LA PHALÈNE (ORAISON, 2ND MOUVEMENT);Exposition;CENTRE D'ART CONTEMPORAIN;;8 bis, Rue de la Grange;;53220;PONTMAIN;;;53181;48.4385526;-1.0580479;;02 43 05 08 29;;;48.4385526,-1.0580479;Mayenne
EXPOSITION : A-T-ON DES NOUVELLES DE M.  DE LA PÉROUSE ?;Exposition;;;Route des Carris;Le Migron;44320;FROSSAY;;;44061;47.25884;-1.91547;;02 28 53 51 62;;;47.25884,-1.91547;Loire-Atlantique
EXPOSITION : COTON, LA CONQUÊTE DU MONDE;Exposition;;;Musée d'Art et d'Histoire;27 avenue de l'Abreuvoir;49300;CHOLET;;;49099;47.05822;-0.88072;;02 72 77 23 22;;02 72 77 21 78;47.05822,-0.88072;Maine-et-Loire
EXPOSITION : LE BOUT DU TUNNEL;Exposition;;;;;49400;SAUMUR;;;49328;47.260135;-0.080893;;02 41 40 24 40;;;47.260135,-0.080893;Maine-et-Loire
EXPOSITION : LES RECORS DE LA NATURE;Exposition;;;Bibliotheque Raymond Devos;Rue des Lutins;44760;LES MOUTIERS-EN-RETZ;;;44106;47.06419;-1.99984;;02 40 82 75 77;;;47.06419,-1.99984;Loire-Atlantique
EXPOSITION BOIS DE LA GORGONE AU DOMAINE DE LA GARENNE LEMOT;Exposition;;;Avenue Xavier Rineau;;44190;GETIGNE;;;44063;47.0850411;-1.2756355;;;;;47.0850411,-1.2756355;Loire-Atlantique
EXPOSITION D'ART PAR JOELLE VASSOGNE ET CLAUDETTE BAHOLET À CLISSON;Exposition;;;Galerie du Minage;Place du Minage;44190;CLISSON;;;44043;47.08691;-1.2817909;;02 40 80 17 80;;;47.08691,-1.2817909;Loire-Atlantique
EXPOSITION DE PEINTURES ACRYLIQUES ET AQUARELLES PAR VIVIANE BIBAUT;Exposition;;;Salle d'exposition;13 place de l'Eglise Madame;44760;LES MOUTIERS-EN-RETZ;;;44106;47.06361;-2.0006;;02 40 82 72 05;;;47.06361,-2.0006;Loire-Atlantique
EXPOSITION DE PEINTURES PAR NATHALIE CELLE-GUILLARD;Exposition;;;Salle d'expositions;13 Place de l'Eglise Madame;44760;LES MOUTIERS-EN-RETZ;;;44106;47.0636;-2.0006;;02 40 82 72 05;;;47.0636,-2.0006;Loire-Atlantique
EXPOSITION DE SCULPTURES PAR CATHERINE BERTHE;Exposition;;;Salle d'exposition;13 place de l'Eglise Madame;44760;LES MOUTIERS-EN-RETZ;;;44106;47.06361;-2.0006;;;06 66 83 73 71;;47.06361,-2.0006;Loire-Atlantique
EXPOSITION DE SCULPTURES PAR MARIE-NOELLE SANCELME;Exposition;;;Salle d'exposition;13 place de l'Eglise Madame;44760;LES MOUTIERS-EN-RETZ;;;44106;47.06361;-2.0006;;02 40 82 72 05;;;47.06361,-2.0006;Loire-Atlantique
EXPOSITION DECHETS D'OEUVRE;Exposition;;;Maison des Arts;Place Macé;44210;PORNIC;;;44131;47.11534;-2.10528;;02 40 82 31 11;;;47.11534,-2.10528;Loire-Atlantique
EXPOSITION DES PEINTURES D'EMILIE FOURÉ - DEUX EN UN;Exposition;Office de Tourisme Maine Saosnois;;50 Place Carnot;;72600;MAMERS;;;72180;48.3509267;0.36966599;;02 43 97 60 63;;;48.3509267,0.36966599;Sarthe
EXPOSITION LE POULPE À VAPEUR - CENTRALE 7;Exposition;;;Rue du carreau - Bois II;Nyoiseau;49500;SEGRÉ-EN-ANJOU BLEU;;;49331;47.7031222;-0.9300132;Route (nationale/départ.)||Sortie Bois II||;02 41 61 30 34;;;47.7031222,-0.9300132;Maine-et-Loire
EXPOSITION MAISON DES ARTS : MARTINE BOGUET;Exposition;;;Place Olivier Guichard;;44410;ASSERAC;;;44006;47.42931;-2.39061;;02 40 01 70 00;;;47.42931,-2.39061;Loire-Atlantique
EXPOSITION MAISON DES ARTS : REVE CORDEL;Exposition;;;Place Olivier Guichard;;44410;ASSERAC;;;44006;47.42931;-2.39061;;02 40 01 70 00;;;47.42931,-2.39061;Loire-Atlantique
EXPOSITION PHILIPPE ROY;Exposition;;;Chapelle du Mûrier;;44740;BATZ-SUR-MER;;;44010;47.27676;-2.48058;;02 40 23 92 36;;;47.27676,-2.48058;Loire-Atlantique
EXPOSITION SMALL COUTURE 8 : LES FOLLES ANNÉES;Exposition;;;Musée du textile et de la Mode;Rue du Docteur Roux;49300;CHOLET;;;49099;47.06817;-0.8977;;02 72 77 22 50;;02 72 77 22 55;47.06817,-0.8977;Maine-et-Loire
EXPOSITION THÉO MASSOULIER;Exposition;Les Quinconces et L'Espal;Les Quinconces;4 Place des Jacobins;;72000;LE MANS;;;72181;48.0080743;0.2005444;;;;;48.0080743,0.2005444;Sarthe
EXPOSITION UNE BOUFFÉE D'OXYGÈNE ET DE GÉOMÉTRIE;Exposition;Salle du Pas Perdu;;Château-Neuf, place de la Trémoille;;53000;LAVAL;;;53130;48.0690507;-0.7714017;;;06 88 77 65 14;;48.0690507,-0.7714017;Mayenne
EXPOSITION VALERIE DAVAL;Exposition;Centre culturel La Laverie;;;;72400;LA FERTE-BERNARD;;;72132;48.1873791;0.64855892;;02 43 93 48 61;;;48.1873791,0.64855892;Sarthe
EXPOSITION VIRGINIE BOUTANTIN À BONNÉTABLE - TOUTES LES FEMMES SONT BELLES;Exposition;Office de Tourisme Maine Saosnois;Salle d'exposition du Jardin Potager;1 rue d'Isly;;72110;Bonnétable;;;72180;48.1743616;0.42285676;;02 43 97 60 63;;;48.1743616,0.42285676;Sarthe
EXPOSITION À LA GALERIE L'AQUARELLE;Exposition;;;;3, place de l'Eglise;49220;GREZ-NEUVILLE;;;49155;47.602715;-0.6876694;;;;;47.602715,-0.6876694;Maine-et-Loire
FESTIVAL ATELIERS JAZZ : INITIATION DANSE;Stages-Atelier-Jeux;;Salle Socioculturelle;16 Place de la Poste;;53170;MESLAY-DU-MAINE;;;53152;47.9518204;-0.5526519;;02 43 64 37 45;;;47.9518204,-0.5526519;Mayenne
FESTIVAL CLASSIQUE ESTIVAL - DUO PIANO 4 MAINS;Concert;;;Église Notre Dame de bons secours;;44760;LA BERNERIE-EN-RETZ;;;44012;47.0806;-2.03569;;06 70 15 15 36;;;47.0806,-2.03569;Loire-Atlantique
FESTIVAL DE LA PAIX;Festival;Horizinc;;route de Savenay;;44130;BOUVRON;;;44023;47.4123274;-1.8532283;Gare SNCF||Gare de Nantes||45,Gare SNCF||Gare de Savenay||12,Route (nationale/départ.)||RN 171||0,1;02 40 56 32 18;;;47.4123274,-1.8532283;Loire-Atlantique
FESTIVAL DES BATTAGES - ANGRIE;Fêtes populaires;;;;Bois de la Pentière;49440;ANGRIE;;;49008;47.5722159;-0.9745085;;;;;47.5722159,-0.9745085;Maine-et-Loire
FESTIVAL DU THOMAS RANCH - CONTIGNÉ;Festival;;;Lieu-dit La Grand-Maison;Contigné;49330;LES HAUTS-D'ANJOU;;;49080;47.71648;-0.53526;;;06 10 73 24 55;;47.71648,-0.53526;Maine-et-Loire
FESTIVAL EN BORD DE LOIRE LE 910E;Festival;;;Quai de la Loire;SAINT-FLORENT-LE-VIEIL;49410;MAUGES-SUR-LOIRE;;;49244;47.364;-1.01363;;;;;47.364,-1.01363;Maine-et-Loire
FESTIVAL INTERNATIONAL DE LA CHANSON FRANCOPHONE;Festival;Centre Musical de Roussigny;;;;72320;SAINT-ULPHACE;;;72322;48.15882;0.81744;;;;;48.15882,0.81744;Sarthe
FESTIVAL LA NUIT DE L'ERDRE;Festival;;;Parc du Port Mulon;;44390;NORT-SUR-ERDRE;;;44110;47.429781;-1.4984913;Gare SNCF||Ligne Nantes-Châteaubriant||1,5;02 40 93 23 11;;;47.429781,-1.4984913;Loire-Atlantique
FESTIVAL LE PLEIN DE SUPER;Cinéma;;;Quai Sadi Carnot;;44560;PAIMBOEUF;;;44116;47.28977;-2.03009;;;;;47.28977,-2.03009;Loire-Atlantique
FESTIVAL LE RIVAGE DES VOIX : AUTOUR DU BEL CANTO;Concert;;Centre culturel La Loge;All. Jean Monnet;BEAUPREAU;49600;BEAUPREAU-EN-MAUGES;;;49023;47.2095371;-0.9818002;;02 41 75 38 34;;;47.2095371,-0.9818002;Maine-et-Loire
FESTIVAL LES HEURES MUSICALES DU HAUT-ANJOU;Festival;;;;Le Lion d'Angers;49220;LE LION-D'ANGERS;;;49176;47.6272147;-0.7148644;;02 41 92 86 83;;;47.6272147,-0.7148644;Maine-et-Loire
FESTIVAL MAMERS EN SCÈNE;Festival;;Théâtre municipal;Place Carnot;;72600;MAMERS;;;72180;48.3507332;0.36989732;;02 43 97 60 63;;;48.3507332,0.36989732;Sarthe
FESTIVAL VINS SUR VINGT - 7ÈME ÉDITION;Festival;;;;La Limousine;49610;LES GARENNES SUR LOIRE;;;49167;47.396219;-0.449603;;;;;47.396219,-0.449603;Maine-et-Loire
FETE DE LA MUSIQUE;Concert;;Noëveillard;Esplanade de la Ria;Le Môle;44210;PORNIC;;;44131;47.11433;-2.10683;;02 40 82 31 11;;;47.11433,-2.10683;Loire-Atlantique
FETE DES PETITES BÊTES;Fêtes populaires;;Maison de l'eau;43, rue de l'Esterel;;72100;LE MANS;;;72181;47.9942473;0.2346815;;02 43 50 38 45;;;47.9942473,0.2346815;Sarthe
FETE MEDIEVALE;Spectacle;;Motte féodale;Rue de la Libération;;72610;BOURG-LE-ROI;;;72043;48.342845;0.1360329;;02 33 26 98 53;;;48.342845,0.1360329;Sarthe
FEU D'ARTIFICE;Feux d'artifice;;;Plage de l'Océan;;44250;SAINT-BREVIN-LES-PINS;;;44154;47.23054;-2.17871;;02 40 27 24 32;;;47.23054,-2.17871;Loire-Atlantique
FEU! CHATTERTON - DRYADESTIVALES;Concert;;;Palais des congrès et des festivals;119, avenue de Lattre de Tassigny;44500;LA BAULE-ESCOUBLAC;;;44055;47.28334;-2.41;;02 40 11 51 51;;;47.28334,-2.41;Loire-Atlantique
FOIRE EXPO DE RENAZÉ;Foire ou salon;;Salle Omnisports;Rue des Sports;;53800;RENAZE;;;53188;47.7917;-1.06068;;;;;47.7917,-1.06068;Mayenne
FORMATION LES BASES DE LA CONNAISSANCE EN MATIÈRE DE VIOLENCES SEXUELLES;;;;Salle Méniscoul;9, rue du Port;44420;PIRIAC-SUR-MER;;;44125;47.38026;-2.54518;;02 40 23 50 19;;;47.38026,-2.54518;Loire-Atlantique
FOTOLAP;Exposition;;;Chapelle de l'Hôpital;Rue de Foch;44210;PORNIC;;;44131;47.11588;-2.1018;;06 81 21 74 86;;;47.11588,-2.1018;Loire-Atlantique
FÊTE COMMUNALE DE SAINT GEORGES SUR LOIRE;Fêtes populaires;;;Place Mancha Real;;49170;SAINT-GEORGES-SUR-LOIRE;;;49283;47.4064324;-0.7613044;Route (nationale/départ.)||Place Mancha Real||0;02 41 77 78 65;06 62 78 61 39;;47.4064324,-0.7613044;Maine-et-Loire
FÊTE DE LA MUSIQUE;Manifestation Nationale;Salle polyvalente;;;;72390;DOLLON;;;72118;48.0341047;0.59607391;;02 43 93 42 23;;;48.0341047,0.59607391;Sarthe
FÊTE DE LA MUSIQUE - SAINTE-GEMMES-D'ANDIGNÉ;Manifestation Nationale;;;;Sainte-Gemmes-d'Andigné;49500;SEGRÉ-EN-ANJOU BLEU;;;49331;47.675403;-0.8834809;;;;;47.675403,-0.8834809;Maine-et-Loire
FÊTE DE LA MUSIQUE À  PRÉFAILLES;Concert;;;Place du Marché;Avenue de la Plage Éric Tabarly;44770;PREFAILLES;;;44136;47.12935;-2.21818;;02 40 21 60 37;;;47.12935,-2.21818;Loire-Atlantique
FÊTE DE LA MUSIQUE À SAINT-BREVIN;Concert;;;;;44250;SAINT-BREVIN-LES-PINS;;;44154;47.24703;-2.16391;;02 40 27 24 32;;;47.24703,-2.16391;Loire-Atlantique
FÊTE DE PRINTEMPS AUX JARDINS DES RENAUDIES-COLOMBIERS DU PLESSIS;Visites et sorties à thèmes;Les Jardins des Renaudies;;Les Mézerais;;53120;COLOMBIERS-DU-PLESSIS;;;53071;48.3751115;-0.8680699;Route (nationale/départ.)||D504||1,8;02 43 08 02 08;;;48.3751115,-0.8680699;Mayenne
FÊTE DES JARDINIERS;Festival;Château du Lude;;;;72800;LE LUDE;;;72176;47.6475659;0.15907632;Autoroute||A28||20,Autoroute||A11||43,Gare SNCF||Le Mans||47,Gare SNCF||Angers||66;02 43 94 60 09;;;47.6475659,0.15907632;Sarthe
FÊTE DES TIPIS;Fêtes populaires;;;Chemin du Parcaigneau;Le Plan d'eau;72350;BRULON;;;72050;47.9627957;-0.2280938;;02 43 95 57 54;;;47.9627957,-0.2280938;Sarthe
FÊTE DES ÉCOLES;Fêtes populaires;Ecole élémentaire;;;;72450;MONTFORT-LE-GESNOIS;;;72241;48.0482299;0.419952;;;07.67.27.25.34;;48.0482299,0.419952;Sarthe
FÊTE DU VÉLO;Manifestation sportive;;;Avenue Jules Verne;;44250;SAINT-BREVIN-LES-PINS;;;44154;47.24697;-2.16844;;02 40 27 24 32;;;47.24697,-2.16844;Loire-Atlantique
FÊTE MÉDIÉVALE: LA BAILLÉE DES FILLES;Stages-Atelier-Jeux;;;Château-musée des Coiffes et des Traditions;4, Rue Charles de Gaulle;49130;LES PONTS-DE-CE;;;49246;47.42516;-0.52567;;02 41 79 71 05;07 67 64 06 64;;47.42516,-0.52567;Maine-et-Loire
FÊTE NATIONALE - POUANCÉ;Manifestation Nationale;;Etang de la Fuye;;Pouancé;49420;OMBRÉE D'ANJOU;;;49248;47.740194;-1.172892;;02 41 92 41 08;;;47.740194,-1.172892;Maine-et-Loire
FÊTE NATIONALE NORT SUR ERDRE;Manifestation Nationale;;;Le Plan d'Eau;;44390;NORT-SUR-ERDRE;;;44110;47.4375055;-1.4953613;;;;;47.4375055,-1.4953613;Loire-Atlantique
FÊTES DE LA MOULE;;;;Place du Marché;Tharon-Plage;44730;SAINT-MICHEL-CHEF-CHEF;;;44182;47.16326;-2.16056;;06 60 71 89 53;;;47.16326,-2.16056;Loire-Atlantique
GIRLS POWER & SLIDE;Stages-Atelier-Jeux;;;La Briorderie;;44640;ROUANS;;;44145;47.15377;-1.83156;;;;;47.15377,-1.83156;Loire-Atlantique
GRAND JEU : ENQUÊTE À PLUME;Stages-Atelier-Jeux;;CAP LOIRE;20 Rue d'Anjou;MONTJEAN-SUR-LOIRE;49570;MAUGES-SUR-LOIRE;;;49244;47.3898051;-0.8641968;;02 41 39 07 10;;;47.3898051,-0.8641968;Maine-et-Loire
GRAND PRIX CYCLISTE DE NEUFCHATEL-EN-SAOSNOIS (ÉLITE NATIONALE);Manifestation sportive;;;Rue Guillaume III de Talvas;;72600;NEUFCHATEL-EN-SAOSNOIS;;;72215;48.3826317;0.24143365;;;;;48.3826317,0.24143365;Sarthe
GUS;Spectacle;;ZAC de la Ria;Casino de Pornic;Rue du Canal;44210;PORNIC;;;44131;47.11531;-2.09577;;02 40 82 26 87;;02 40 82 46 43;47.11531,-2.09577;Loire-Atlantique
HEURE DU CONTE;Contes et lectures;;;Rue de la Duchesse Anne;Médiathèque;44490;LE CROISIC;;;44049;47.29421;-2.51382;;02 40 23 00 70;;;47.29421,-2.51382;Loire-Atlantique
HOLYWWOOD, UN SIECLE DE CINÉMA;Conférence;;;Espace Culturel du Val Saint Martin;Rue Jules Ferry;44210;PORNIC;;;44131;47.12094;-2.09277;;;;;47.12094,-2.09277;Loire-Atlantique
ILLUMINATIONS DES PECHERIES ET FEU D'ARTIFICE;Feux d'artifice;;Plage d'Anjou;Boulevard de l'Océan;Place Angel;44730;SAINT-MICHEL-CHEF-CHEF;;;44182;47.17153;-2.16518;;02 40 64 99 99;;;47.17153,-2.16518;Loire-Atlantique
IMMIGRATION ITALIENNE DANS NOTRE REGION;;;;Amphithéâtre Thomas Narcéjac;Rue Loukianoff;44210;PORNIC;;;44131;47.11727;-2.09286;;06 06 59 61 67;;;47.11727,-2.09286;Loire-Atlantique
INITIATION  ENFANTS BEACHART (DESSINS SUR LE SABLE);Stages-Atelier-Jeux;;;RDV Aire de Jeu du Port de Comberge;Boulevard de l'Océan;44730;SAINT-MICHEL-CHEF-CHEF;;;44182;47.17396;-2.16443;;02 40 64 99 99;;;47.17396,-2.16443;Loire-Atlantique
INITIATION AUX CHANTS D' OISEAUX;;;;;;44210;PORNIC;;;44131;47.11478;-2.0983;;02 51 74 02 62;06 50 76 49 55;;47.11478,-2.0983;Loire-Atlantique
INNOVER ET RÉUSSIR : LES CHEMINS DE LA CRÉATION;Exposition;;Espace Saint-Fiacre;Quai Docteur Georges Lefèvre;;53200;CHATEAU-GONTIER-SUR-MAYENNE;;;53062;47.824155;-0.6986689;;02 43 49 75 00;;;47.824155,-0.6986689;Mayenne
INSECTES MAL-AIMÉS POURTANT SI UTILES !;Sortie nature / environnement;Mairie;3 rue du Puits du Chêne;;;72600;AILLIERES-BEAUVOIR;;;72002;48.40565;0.32416;;233811333;;;48.40565,0.32416;Sarthe
INSPIRATIONS PRINTANNIÈRES;Exposition;;Restaurant Ikoï;12 Rue du Tertre;;72000;LE MANS;;;72181;48.00234;0.19644;;;;;48.00234,0.19644;Sarthe
IRISH CELTIC - LE CHEMIN DES LEGENDES;Spectacle;;Palais des Congrès et de la Culture;Rue d'Arcole;;72000;LE MANS;;;72181;48.0007657;0.19202859;;02 43 43 59 59;;;48.0007657,0.19202859;Sarthe
J'AI PEUR QUAND LA NUIT SOMBRE;Théâtre;Les Quinconces et L'Espal;En extérieur;Arche de la nature;;72000;LE MANS;;;72181;47.9941677;0.2363504;;02 43 50 21 50;;;47.9941677,0.2363504;Sarthe
JARDIN DE NUIT;Visites et sorties à thèmes;;;Route de Mauléon;;49360;MAULEVRIER;;;49192;47.00581;-0.74454;;02 41 55 50 14;;02 41 55 48 89;47.00581,-0.74454;Maine-et-Loire
JEAN-LOUIS MURAT - LA VRAIE VIE DE BUCK JOHN;Concert;;Salle Jean Carmet;5 Boulevard d'Anjou;;72700;ALLONNES;;;72003;47.96702;0.16081;;;;;47.96702,0.16081;Sarthe
JEU DE PISTE À VALLET;Visites et sorties à thèmes;;;2 bis Place Charles de Gaulle;Office de Tourisme;44330;VALLET;;;44212;47.160963;-1.2652483;;02 40 36 35 87;;;47.160963,-1.2652483;Loire-Atlantique
JEUX DE SOCIÉTÉ;Stages-Atelier-Jeux;Centre Maurice Loiseau;;;;72400;LA FERTE-BERNARD;;;72132;48.1842239;0.64652561;;06 77 76 92 84;;;48.1842239,0.64652561;Sarthe
JOB DATING SERVICES À LA PERSONNE;;;;Salle des Dunes;;44250;SAINT-BREVIN-LES-PINS;;;44154;47.2477;-2.16816;;02 40 39 37 01;;;47.2477,-2.16816;Loire-Atlantique
JOURNEE DES OISEAUX AU ZOO DE LA BOISSIERE DU DORE;Visites et sorties à thèmes;;;La Châtaigneraie;;44430;LA BOISSIERE-DU-DORE;;;44016;47.2436316;-1.198417;;240337032;;;47.2436316,-1.198417;Loire-Atlantique
JOURNÉE DE LA SOLIDARITÉ;;;;Places de la République et des Jacobins;;72000;LE MANS;;;72181;48.0072907;0.1995219;;;;;48.0072907,0.1995219;Sarthe
JOURNÉE PRESSAGE DE JUS DE POMME ET ANIMATIONS CITROUILLES;Visites et sorties à thèmes;Les Jardins des Renaudies;;Les Mézerais;;53120;COLOMBIERS-DU-PLESSIS;;;53071;48.3751052;-0.8679588;Route (nationale/départ.)||C107||0,2;02 43 08 02 08;;;48.3751052,-0.8679588;Mayenne
JOURNÉE SPORTIVE EN PLEIN AIR ET FORUM DES ASSOCIATIONS;Manifestation sportive;Grands Champs;;;;72320;GREEZ-SUR-ROC;;;72144;48.13784;0.79544;;07 67 59 16 52;;;48.13784,0.79544;Sarthe
JOURNÉE VENDANGES AU DOMAINE DE TERREBRUNE;Visites et sorties à thèmes;;Domaine de Terrebrune;843 Route de Vauchrétien;Lieu-dit La Motte;49380;TERRANJOU;;;49086;47.3136946;-0.4602744;;02 41 54 01 99;;;47.3136946,-0.4602744;Maine-et-Loire
JOURNÉES DU PATRIMOINE - LES MOULINS D'ARDENAY;Visites et sorties à thèmes;;Les Moulins d'Ardenay;;Ardenay;49290;CHAUDEFONDS-SUR-LAYON;;;49082;47.338939;-0.7185259;;;;;47.338939,-0.7185259;Maine-et-Loire
JOURNÉES EUROPÉENNES DE L'ARCHÉOLOGIE;Manifestation Nationale;;Musée de Préhistoire;;Vallée des grottes de Saulges;53270;THORIGNE-EN-CHARNIE;;;53264;47.9938294;-0.4004112;;;;;47.9938294,-0.4004112;Mayenne
JOURNÉES EUROPÉENNES DE L’ARCHÉOLOGIE;Manifestation Nationale;;Musée J-C Boulard - Carré Plantagenêt;2 Rue Claude Blondeau;;72000;LE MANS;;;72181;48.00717;0.19862;;02 43 47 46 45;;;48.00717,0.19862;Sarthe
JOURNÉES EUROPÉENNES DU PATRIMOINE - VISITE COMMENTÉE DE CHEFFES;Manifestation Nationale;;;Place de l'Eglise;;49125;CHEFFES;;;49090;47.6210616;-0.5070614;;;;;47.6210616,-0.5070614;Maine-et-Loire
JOURNÉES EUROPÉENNES DU PATRIMOINE - ÉGLISE SAINT-AUBIN DE SEICHES;Manifestation Nationale;;;;;49140;SEICHES-SUR-LE-LOIR;;;49333;47.57429;-0.35885;;;;;47.57429,-0.35885;Maine-et-Loire
JOURNÉES EUROPÉENNES DU PATRIMOINE - ÉGLISE SAINTE-MARIE DE LUÉ-EN-BAUGEOIS;Manifestation Nationale;;;;;49140;JARZE VILLAGES;;;49163;47.52434;-0.2802;;;;;47.52434,-0.2802;Maine-et-Loire
JÉRÔME NIEL;Spectacle;;;33 boulevard carnot;;49100;ANGERS;;;49007;47.47446;-0.54597;;02 41 96 32 32;;;47.47446,-0.54597;Maine-et-Loire
KARIMOUCHE FOLIES BERBÈRES;Concert;;Salle Jean Carmet;5 Boulevard d'Anjou;;72700;ALLONNES;;;72003;47.96702;0.16081;;;;;47.96702,0.16081;Sarthe
KYLE EASTWOOD FEAT HUGH COLTMAN;Concert;;;Théâtre Saint Louis;Rue Jean Vilar;49300;CHOLET;;;49099;47.0588;-0.8834;;02 72 77 24 24;;;47.0588,-0.8834;Maine-et-Loire
L'ATELIER OUVRE SES PORTES;Brocantes & vide-greniers;;;28 Allée du Rocher Vert;;44250;SAINT-BREVIN-LES-PINS;;;44154;47.21812;-2.16014;;02 28 53 52 15;06 07 08 24 82;;47.21812,-2.16014;Loire-Atlantique
